1291,-681.28,-670.8,626.32,-138.25,350.92,638.72,-43.65,432.92,134.32,-334.99,114.2,-75.415,268.03,-33.289
-681.28,2898.9,525.03,-584.44,165.22,-959.58,-377.29,179.5,-616.63,-537.98,359.2,-633.41,82.97,15.398,613.98
-670.8,525.03,2053.1,-1601.3,1512.9,-543.21,-731.35,513.5,-430.27,-466.65,325.05,-200.51,311.16,-525.73,115.09
626.32,-584.44,-1601.3,3531,-1257.9,790.45,1399.4,-554.81,841.6,205.98,225.31,280.38,-291.9,703.46,-263.76
-138.25,165.22,1512.9,-1257.9,3883.5,-779.64,-715.3,316.16,-272.64,-894.47,314.91,-141.4,195.96,-547.43,-229.43
350.92,-959.58,-543.21,790.45,-779.64,1496.3,319.14,-149.42,468.68,110.89,54.462,48.958,-82.926,320.52,53.773
638.72,-377.29,-731.35,1399.4,-715.3,319.14,2989,387.05,274.16,277.75,286.15,457.7,21.081,599.14,256.16
-43.65,179.5,513.5,-554.81,316.16,-149.42,387.05,1306.8,-173.34,47.058,-191.55,108.46,337.68,-97.487,164.85
432.92,-616.63,-430.27,841.6,-272.64,468.68,274.16,-173.34,1301,183.15,-360.99,84.319,27.184,173.23,-39.76
134.32,-537.98,-466.65,205.98,-894.47,110.89,277.75,47.058,183.15,1647.4,-617.54,359.2,55.79,-124.54,-98.782
-334.99,359.2,325.05,225.31,314.91,54.462,286.15,-191.55,-360.99,-617.54,1886.8,-189.21,-67.935,28.575,182.06
114.2,-633.41,-200.51,280.38,-141.4,48.958,457.7,108.46,84.319,359.2,-189.21,1210,240.54,-83.771,-300.1
-75.415,82.97,311.16,-291.9,195.96,-82.926,21.081,337.68,27.184,55.79,-67.935,240.54,1074.2,-134.55,-98.712
268.03,15.398,-525.73,703.46,-547.43,320.52,599.14,-97.487,173.23,-124.54,28.575,-83.771,-134.55,1309.9,63.631
-33.289,613.98,115.09,-263.76,-229.43,53.773,256.16,164.85,-39.76,-98.782,182.06,-300.1,-98.712,63.631,1719.6
